CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income,Closed_Account
721527858,52,F,3,High School,Married,Blue,40,3,5,1,2003,1735,268,855,2343,42,355,866,50.10503060184419,1
781137783,40,M,3,High School,Unknown,Blue,33,1,3,4,2420,191,2229,818,2478,43,433,79,165.97847156226635,1
753208833,43,F,5,Uneducated,Married,Blue,36,5,3,2,2311,1320,991,658,3967,71,69,571,51.81462691165507,0
720371733,58,F,0,Graduate,Married,Blue,47,5,3,2,2232,786,1446,435,1395,39,345,352,37.277716072276235,0
712216533,44,M,5,Unknown,Single,Blue,34,6,2,3,8206,763,7443,87,1715,43,72,93,107.86859795451164,0
713824983,43,F,0,High School,Married,Blue,35,1,1,0,8401,1085,7316,696,7697,98,508,129,90.6264254823327,0
790099758,40,M,3,High School,Married,Blue,33,4,3,3,6884,1001,5883,786,975,11,833,145,47.879841146059334,0
712335858,48,F,4,Graduate,Married,Blue,36,4,3,2,2620,2081,539,99,4867,67,763,794,145.43974958360195,0
712267983,57,F,0,Graduate,Single,Blue,45,4,3,3,3023,2517,506,646,2477,42,615,833,79.94330115616322,1
710218233,43,F,3,High School,Single,Blue,35,4,3,3,2297,1044,1253,591,3161,65,711,455,45.16558057628572,0
721250358,50,M,2,Unknown,Married,Blue,36,3,1,3,5426,1478,3948,664,1266,22,571,272,51.04125642217696,0
753642933,52,F,3,High School,Single,Blue,45,3,3,0,2728,1365,1363,648,4293,83,976,5,130.79540207982063,0
713735508,35,M,3,Uneducated,Married,Blue,25,3,1,2,11927,675,11252,574,1986,36,636,57,112.76832381263377,0
708982158,48,F,2,Graduate,Single,Blue,36,2,2,3,3352,2122,1230,701,14802,106,797,633,74.84461958520114,0
798553158,62,F,1,Graduate,Single,Blue,56,1,2,1,3109,0,3109,1054,5470,72,674,0,128.09843411669135,1
720315933,53,F,1,Uneducated,Single,Blue,39,3,2,3,1982,1276,706,897,5136,76,949,644,0.44727795757353306,0
720339558,47,F,2,Graduate,Single,Blue,36,3,1,2,2363,494,1869,736,3887,71,651,209,95.98037479445338,0
717622308,63,F,0,High School,Single,Blue,36,4,3,3,2074,1688,386,62,4232,75,5,814,109.6789715345949,0
710044308,40,F,4,Graduate,Single,Blue,27,2,2,2,2625,1594,1031,544,2480,47,567,607,55.89413039386272,0
720136458,39,M,3,Post-Graduate,Married,Blue,36,2,2,3,6867,776,6091,715,14119,97,764,113,64.42251978442073,0
768624258,55,F,2,Graduate,Single,Blue,49,2,1,2,1583,234,1349,639,2541,36,385,148,181.32425667718053,1
714228558,40,M,3,High School,Single,Blue,36,5,3,3,3624,0,3624,74,4749,82,864,0,83.06751896627247,0
778740708,39,F,3,Graduate,Married,Blue,27,3,3,2,1902,962,940,534,4203,69,725,506,104.60008517839016,0
818239983,53,M,2,Unknown,Divorced,Blue,48,2,1,2,15594,1590,14004,679,13016,118,616,102,99.2402612324804,0
713086908,26,M,0,High School,Single,Blue,36,5,2,2,2212,1670,542,777,2520,51,545,755,55.79598369542509,0
714915633,42,M,0,High School,Single,Blue,36,4,3,6,15699,0,15699,569,1793,40,6,0,67.82762591727078,1
789903708,45,F,2,Uneducated,Single,Blue,35,6,3,2,4505,1562,2943,604,3968,68,619,347,57.65442047268152,0
721092783,46,M,3,Graduate,Married,Blue,36,6,3,1,19838,1290,18548,59,3982,68,581,65,118.9850915968418,0
803115258,62,M,0,College,Unknown,Blue,56,2,6,2,3477,0,3477,436,2113,40,739,0,42.58213642053306,1
721412208,57,F,2,High School,Married,Blue,36,4,2,2,14383,904,5343,761,3887,79,837,629,197.89046300575137,0
826077033,46,F,2,Unknown,Married,Blue,42,1,0,4,2002,0,2002,803,2423,39,857,0,108.95746424794196,1
721491258,53,M,4,Graduate,Married,Blue,36,3,2,2,3924,2517,1407,511,1417,30,667,641,115.89784224517643,0
818993508,52,F,3,Graduate,Married,Blue,47,4,4,2,2577,879,1698,74,5021,75,744,341,111.60419452935456,0
708208758,53,M,1,Graduate,Single,Blue,45,6,3,2,1826,883,943,953,2199,48,1,484,96.99220209382474,0
720028683,49,F,2,High School,Married,Blue,39,5,3,4,2720,1926,794,602,3806,61,794,708,43.24074124451727,0
711978858,59,M,2,Graduate,Single,Blue,49,6,3,2,6834,900,5934,605,4422,70,628,132,154.06051091849804,0
715383108,52,M,2,Graduate,Single,Blue,44,5,1,1,34516,2174,32342,426,1616,50,515,63,120.966509655118,0
719981508,37,M,2,Uneducated,Single,Blue,24,2,2,3,1649,0,1649,864,2574,51,7,0,183.3611087873578,1
713032233,53,F,2,Graduate,Single,Blue,36,5,1,4,2708,2271,437,61,4812,83,766,839,128.67055693641305,0
710456658,50,F,4,Graduate,Married,Blue,31,4,2,1,2080,1799,281,651,5130,82,864,865,11.9259525090456,0
717307158,48,F,3,Unknown,Single,Blue,36,2,1,3,1853,1314,539,925,5331,79,612,709,95.605100505054,0
755437533,48,F,4,Graduate,Single,Blue,41,3,3,2,1522,1273,249,735,5005,77,674,836,51.600082172080874,0
712370208,48,M,1,Uneducated,Unknown,Blue,35,3,2,2,17131,1213,15918,604,1371,37,423,71,68.25928282458335,0
713000058,51,F,3,Graduate,Married,Silver,44,4,2,3,16406,0,16406,627,4075,75,63,0,49.22900807578117,0
712656783,49,M,1,Graduate,Single,Blue,36,3,4,3,8136,2517,5619,674,2179,40,429,309,166.57935589551926,1
783020958,39,M,3,Unknown,Married,Blue,33,6,6,4,18582,794,17788,717,1836,46,586,43,83.18169418722391,0
709103358,39,F,2,College,Single,Blue,36,6,3,3,9476,0,9476,605,1128,27,929,0,80.11479857377708,0
710677608,53,M,2,Post-Graduate,Unknown,Blue,36,4,2,0,29205,1208,27997,957,1556,43,1048,41,117.18926701694728,0
712655583,41,M,3,Graduate,Married,Blue,32,3,3,2,6425,915,5510,958,2036,44,692,142,49.86789708957076,0
716307558,50,F,3,High School,Married,Blue,40,6,2,4,2897,1506,1391,618,2214,46,484,52,38.626420916989446,1
718772133,56,M,3,Graduate,Married,Blue,47,6,3,3,10230,1082,9148,658,1484,34,545,106,86.29994971677661,0
720906033,35,M,1,Graduate,Married,Blue,25,5,4,4,5801,1176,4625,112,2987,52,857,203,54.205819186754525,0
714377058,63,F,1,Unknown,Single,Blue,36,3,3,4,1896,0,1896,747,2186,50,562,0,193.8589457422495,1
709065483,40,F,3,College,Divorced,Blue,28,2,2,3,9243,2019,7224,707,7841,82,608,218,49.29198306053877,0
709040508,57,M,4,Uneducated,Married,Blue,38,6,6,2,19802,1961,17841,1125,2244,58,706,99,142.85346953198314,0
716329383,46,F,3,Graduate,Single,Blue,36,4,2,3,3138,986,2152,1002,4724,56,806,314,35.041899466887116,1
713661933,44,F,1,College,Married,Blue,33,5,1,3,1522,0,1522,783,4835,70,489,0,189.6391864400357,0
715079208,54,M,1,College,Married,Blue,42,4,1,4,9642,2517,7125,614,1401,35,458,261,87.47568007558584,0
788941983,36,F,3,Graduate,Single,Blue,22,1,3,1,2013,0,2013,602,2425,50,923,0,42.829336151480675,1
788990508,62,F,0,Unknown,Single,Blue,49,4,1,1,1540,796,744,805,3714,56,697,517,54.37559210695326,0
713283933,42,M,2,Uneducated,Married,Blue,30,1,3,3,3032,0,3032,429,2273,44,517,0,54.294062345288694,1
772339383,54,M,3,Post-Graduate,Single,Blue,44,2,5,3,4216,1290,2926,86,13787,121,571,306,55.60062459204346,0
718870158,47,M,4,High School,Married,Blue,34,5,2,3,4592,1635,2957,952,1772,52,486,356,62.5974727421999,0
718566858,46,F,2,College,Single,Blue,36,3,2,2,14383,0,14383,757,5005,79,795,0,85.44423063285649,0
710871108,45,M,5,Uneducated,Divorced,Silver,36,4,2,4,31756,1459,30297,687,4759,70,556,46,72.17772060539573,0
772127508,31,F,1,Uneducated,Married,Blue,20,6,2,2,14383,0,14383,706,2614,49,531,0,170.3649566974491,1
714411108,37,F,3,Graduate,Single,Blue,28,4,2,3,3642,610,3032,676,2790,68,581,167,97.52759211696684,0
714337233,43,F,2,Graduate,Married,Silver,25,6,2,4,10388,1961,8427,703,10294,61,649,189,170.98161233589053,1
716977758,44,F,3,Uneducated,Married,Blue,36,2,3,1,3675,2517,1158,766,1913,35,667,685,96.9515268690884,1
708469533,42,F,3,Unknown,Married,Blue,34,6,3,2,5395,1439,3956,781,3523,79,717,267,150.69850096479058,0
709080783,56,F,1,Graduate,Single,Blue,38,4,1,3,1737,0,1737,953,4723,78,625,0,185.90312195010483,0
709102458,47,M,2,High School,Single,Blue,36,4,3,5,4754,0,4754,618,2607,41,367,0,110.34017237834632,1
780462183,44,M,2,Unknown,Single,Blue,31,5,5,2,3454,2065,1389,816,4026,67,718,598,117.66043233685195,0
778377183,49,M,3,Graduate,Single,Blue,29,5,2,2,18284,1144,17140,767,4846,92,736,63,191.68260177597404,0
709222008,41,M,3,Unknown,Single,Blue,32,1,3,4,4742,2221,2521,464,2422,41,464,468,93.0539889447391,1
719887008,38,F,3,Graduate,Married,Blue,36,5,4,3,1757,1352,405,879,4121,81,421,769,115.08075068704784,0
715958583,56,F,2,High School,Married,Blue,43,1,2,2,2041,1158,883,563,3588,63,432,567,173.15476001240313,0
714779733,44,M,4,Unknown,Single,Blue,36,3,1,4,10998,1586,9412,907,2237,33,435,144,61.10365249682218,0
712774908,41,F,4,High School,Married,Blue,29,2,2,2,2601,1861,740,794,5111,83,66,715,134.99104757793248,0
710453283,40,F,3,Uneducated,Single,Blue,27,5,4,2,2035,0,2035,779,4107,82,783,0,99.3149807676673,0
795218883,47,M,3,High School,Married,Blue,41,2,3,3,4207,1556,2651,658,15312,122,718,37,61.10052830539644,0
718421808,56,F,2,Uneducated,Married,Blue,43,6,3,2,3068,1765,1303,853,4611,73,698,575,3.7898642476648097,0
788386908,48,M,3,Graduate,Unknown,Platinum,41,3,2,2,34516,1531,32985,862,1156,29,1071,44,98.456214312464,0
716247708,51,M,4,College,Single,Gold,33,2,2,2,34516,1848,32668,775,14149,103,689,54,154.92136700078845,0
721001883,41,M,3,Uneducated,Married,Blue,30,3,1,2,1950,1618,332,75,3357,47,88,83,61.829662285745144,0
718457058,43,M,4,High School,Married,Blue,35,1,1,1,3442,2517,925,62,7801,74,644,731,49.42122457548976,0
716210283,36,F,1,High School,Married,Blue,36,6,3,4,8500,2517,5983,445,1618,37,1312,296,166.33916329592466,0
715400733,43,F,3,Uneducated,Married,Blue,36,6,4,3,14383,0,14383,747,2116,38,583,0,57.07159124314785,1
721258158,65,F,1,Uneducated,Single,Blue,51,3,3,5,11037,1491,9546,651,2429,63,75,135,189.83367793262005,0
711876333,53,M,3,Graduate,Married,Blue,36,5,1,4,7290,2151,5139,583,1312,29,526,295,95.0049012620002,0
809809008,47,F,5,Graduate,Married,Blue,42,5,1,2,3111,1541,1570,656,4570,68,511,495,85.38727895356715,0
711004533,44,F,2,Graduate,Single,Blue,26,6,3,1,2240,1664,576,691,4399,80,6,743,178.01614715717733,0
717214158,41,M,4,Post-Graduate,Married,Blue,28,5,3,3,9815,0,9815,859,15475,94,679,0,57.4324101023376,0
709381383,49,M,4,Graduate,Married,Blue,36,4,6,2,2952,2517,435,809,3830,77,51,853,60.83854147233069,0
720258183,39,F,4,Graduate,Single,Blue,25,2,3,3,3394,2517,877,689,5421,75,829,742,54.64080534409731,0
710067183,28,M,1,High School,Single,Blue,36,5,2,3,1950,0,1950,803,2074,81,8,0,117.55573805421592,0
716297658,37,M,2,Graduate,Single,Blue,36,4,1,4,14926,0,14926,635,2405,55,667,0,85.2938480488956,0
716628633,41,M,4,Uneducated,Single,Blue,33,6,3,3,4388,1519,2869,787,4406,74,574,346,81.47108771838248,0
715532208,65,F,1,High School,Single,Blue,55,3,3,2,4010,1504,2506,766,3807,61,564,375,192.9879386909306,0
708623283,35,M,2,Uneducated,Single,Blue,16,6,3,2,18278,0,18278,798,2084,61,1103,0,69.40240442752838,0
788485908,44,M,3,Unknown,Married,Blue,37,3,2,3,6224,0,6224,738,1463,34,889,0,79.65564702637494,0
824140908,52,M,3,Uneducated,Single,Blue,48,5,3,4,20974,0,20974,0,1246,27,0,0,165.56761350482702,1
708772308,41,M,3,Uneducated,Married,Blue,24,4,3,3,4119,1656,2463,561,1455,35,667,402,110.01475137658416,0
720852108,46,M,4,High School,Divorced,Blue,31,2,3,1,3569,1553,2016,798,16695,116,681,435,124.15710786357522,0
711100608,55,M,1,Uneducated,Single,Blue,48,5,2,2,1723,0,1723,1038,2574,43,72,0,60.4666215274483,1
718141983,49,M,0,High School,Single,Blue,43,6,3,1,1883,1295,588,81,5187,89,712,688,92.01460404321551,0
715240683,46,M,4,High School,Married,Blue,37,3,2,3,15535,1302,14233,461,3718,66,61,84,91.60275892354548,0
718801158,49,M,3,Graduate,Single,Gold,36,2,2,2,23981,1408,22573,844,14455,96,846,59,45.51935258321464,0
714091983,42,M,2,High School,Single,Blue,34,4,4,3,3336,1753,1583,69,1168,27,125,525,70.71279075462371,0
712200033,44,F,4,High School,Single,Blue,36,1,3,3,3024,0,3024,75,4983,78,733,0,44.09419186413288,0
744307008,51,M,1,Uneducated,Married,Blue,44,4,2,3,4988,0,4988,619,3890,74,644,0,78.43906243797392,0
709839858,58,F,2,Graduate,Married,Blue,39,3,4,3,4608,1077,3531,694,1535,31,632,234,119.33007324114442,0
721033908,58,M,1,Uneducated,Single,Blue,46,6,3,1,2541,1053,1488,926,4552,82,745,414,61.16289948578924,0
827712108,42,F,5,Graduate,Married,Blue,38,5,1,2,2346,1373,973,73,4432,72,756,585,197.17823644168675,0
708332808,47,M,2,Uneducated,Married,Blue,39,2,2,2,3471,0,3471,871,14381,115,742,0,49.64213503059,0
711204483,56,M,4,High School,Married,Blue,46,3,3,3,2340,1930,410,987,781,15,364,825,77.85139286890626,1
807596358,49,M,2,Uneducated,Married,Blue,44,6,2,2,13884,1204,12680,575,4650,70,556,87,102.29873507283628,0
709079883,45,F,4,Doctorate,Married,Blue,36,5,3,3,1663,1012,651,886,2729,38,52,609,45.46929132193327,1
709183683,31,F,0,Uneducated,Single,Blue,36,4,2,0,5391,0,5391,1075,1971,56,6,0,53.951901430264115,0
815727183,36,M,3,High School,Single,Blue,31,6,1,1,5228,1443,3785,934,2683,62,938,276,83.95703407004476,0
710429358,57,M,1,High School,Married,Blue,48,5,1,3,2544,1927,617,939,1346,30,364,757,45.685899537056684,0
719099583,42,M,3,Graduate,Married,Blue,34,3,2,3,1640,1444,196,423,1360,33,222,88,54.9776466190815,1
712058133,54,F,2,College,Single,Blue,36,1,3,3,2274,708,1566,677,7735,74,682,311,121.90418504178524,0
711224733,32,M,0,High School,Married,Blue,27,3,3,4,22382,0,22382,418,695,10,25,0,152.09774078801274,1
721311333,32,M,1,High School,Married,Blue,22,3,1,4,16912,1590,15322,1274,2413,41,708,94,58.74966299161315,0
719740008,51,F,4,High School,Married,Blue,41,3,3,4,2791,940,1851,813,2584,49,441,337,158.3265312947333,1
779618433,48,M,4,Uneducated,Single,Blue,38,6,3,2,8327,1551,6776,463,4428,82,822,186,47.70585013087839,0
789435783,39,F,1,Graduate,Married,Blue,30,6,1,2,2909,1274,1635,593,1532,26,3,438,53.93415989354253,0
718316058,51,M,1,Uneducated,Married,Blue,38,3,3,1,13731,1375,12356,878,14826,99,707,1,71.3322377577424,0
715411608,45,F,3,High School,Single,Blue,36,3,1,1,1663,1112,551,588,2978,61,906,669,59.01719489134848,0
717207408,39,F,1,Uneducated,Divorced,Blue,34,4,1,2,12512,666,11846,914,2995,60,875,53,7.108261249959469,0
719773158,42,M,3,Graduate,Married,Blue,36,1,3,0,29738,2370,27368,806,14270,97,902,8,93.11030709184706,0
708545058,45,F,2,Graduate,Single,Blue,36,5,4,3,14383,986,4523,649,5136,81,8,686,54.01089671533555,0
712953483,64,F,0,Graduate,Single,Blue,36,1,3,4,1682,0,1682,75,1811,39,5,0,178.72384586371481,1
715345833,36,F,1,High School,Single,Blue,36,6,3,1,6116,2517,3599,691,2369,56,75,412,138.3211084175855,0
711392508,37,F,2,Graduate,Married,Blue,25,4,2,1,14383,0,14383,741,4513,75,744,0,78.32374898716807,0
779536233,47,F,4,Graduate,Divorced,Blue,30,1,1,1,14383,601,8373,1,4669,83,729,418,43.11187876854092,0
712161858,55,F,5,Unknown,Single,Blue,36,4,2,3,14383,0,14383,571,2244,54,929,0,128.74086326919496,1
713921058,55,F,3,High School,Married,Blue,48,6,2,2,2897,1601,1296,878,1337,25,471,553,65.66685810685158,0
719768658,31,F,0,College,Married,Silver,24,2,3,1,34516,2032,32484,82,14544,104,705,59,107.21645965240896,0
714868608,52,F,4,Graduate,Married,Blue,36,6,3,1,3021,1530,1491,731,4105,76,767,506,92.73752640001476,0
802662858,55,F,2,Graduate,Divorced,Blue,49,5,1,4,3949,2024,1925,667,3495,64,882,513,175.997218163684,0
715195383,46,F,3,Graduate,Divorced,Blue,36,3,2,2,2391,1625,766,662,7649,101,603,68,154.802051698789,0
714948858,50,F,2,Unknown,Single,Blue,36,3,2,2,3647,2517,1130,842,2935,58,933,69,148.86077917180955,1
713208033,43,F,3,High School,Married,Blue,36,2,3,0,7350,1360,5990,744,7679,64,684,185,16.932985885068774,0
709468683,64,F,0,High School,Married,Blue,56,6,2,2,2174,1397,777,62,1755,39,5,643,179.04707258567214,0
817988433,56,M,3,Unknown,Single,Blue,51,2,2,2,6941,1013,5928,552,4097,78,592,146,69.46839087177068,0
781942983,50,M,1,Unknown,Single,Blue,44,5,3,1,17827,0,17827,846,5010,88,725,0,193.22214003652337,0
713590158,41,M,4,Graduate,Single,Blue,34,5,2,4,5045,2080,2965,738,2042,40,481,412,72.28650118224323,1
719660658,37,F,1,High School,Single,Blue,36,6,2,2,16594,1931,14663,702,2134,47,808,116,94.93747814558446,0
719712633,64,M,1,Graduate,Married,Blue,52,6,4,3,1709,895,814,1656,1673,32,882,524,156.7205450963229,0
710951808,32,M,1,Unknown,Married,Blue,36,5,3,3,6100,1520,4580,853,1668,32,882,249,65.28248046524823,0
712230408,42,M,4,Uneducated,Married,Blue,37,3,2,4,6953,1445,5508,591,3700,80,569,208,191.42036443576217,0
716159958,49,M,2,Unknown,Married,Blue,36,2,1,2,6224,1329,4895,74,14238,93,755,214,71.60569825209677,0
773297508,34,M,3,College,Married,Blue,28,3,1,3,24765,1999,22766,1013,1544,36,714,81,87.97282077372074,0
721012983,46,M,3,Doctorate,Married,Blue,38,6,1,2,12935,1417,11518,738,3528,61,743,11,102.44919543154538,0
789466008,47,M,5,Graduate,Married,Blue,38,5,3,4,24033,612,23421,635,3578,75,531,25,71.71095905825496,0
752604633,57,M,2,College,Married,Blue,50,2,5,3,6462,0,6462,856,761,17,214,0,56.87395385932177,1
708697983,56,M,0,High School,Unknown,Blue,49,2,2,2,34516,2156,32360,698,8766,78,814,62,195.42274376377463,0
708960858,40,M,4,High School,Married,Blue,21,3,2,3,11502,2066,9436,889,4786,85,1125,18,114.07136774621904,0
718676283,43,F,2,Uneducated,Married,Blue,34,6,2,3,8771,1662,7109,555,3779,72,756,189,144.22158780507743,0
715517733,46,F,3,High School,Single,Silver,39,1,0,4,13092,1962,11130,686,936,25,25,15,10.697876522317529,1
718096608,44,F,4,High School,Single,Blue,30,1,2,3,6882,1930,4952,915,13836,113,766,28,54.292343789711595,0
789666333,39,M,2,Graduate,Single,Blue,24,2,3,2,21679,1073,20606,745,15581,115,797,49,77.61022304184735,0
712677633,42,F,0,Uneducated,Divorced,Blue,31,3,3,4,2712,0,2712,724,2307,28,474,0,103.8856313098222,1
713127708,38,F,0,Uneducated,Married,Blue,26,5,1,4,2230,0,2230,896,3766,63,909,0,101.37303890660404,0
711390333,59,M,0,Post-Graduate,Married,Blue,46,5,4,2,6526,489,6037,678,2331,45,452,75,117.34215755946934,1
719885883,53,M,3,College,Single,Blue,36,6,2,0,34516,1901,32615,914,1497,43,115,55,164.1529345139861,0
712191783,49,M,4,High School,Married,Gold,36,1,1,1,34516,1634,32882,768,7788,94,469,47,193.9983774907887,0
769935783,40,M,3,Unknown,Single,Blue,34,2,2,1,9594,2517,7077,945,14213,100,786,262,79.17891789693385,0
710738883,52,F,3,High School,Married,Blue,36,4,2,3,2187,1094,1093,843,4222,61,649,5,183.5719557479024,0
709714008,50,F,1,Unknown,Single,Blue,39,6,3,3,9248,0,9248,613,2325,45,552,0,84.34393652714789,1
797491683,45,M,5,Unknown,Married,Silver,39,2,2,3,34516,1964,32552,624,2234,49,361,57,108.1332045327872,1
720867708,45,F,4,Graduate,Unknown,Blue,33,1,3,2,1748,1103,645,739,2335,41,708,631,194.5840449072421,1
807393558,51,M,4,Unknown,Single,Silver,46,2,3,3,34516,1279,33237,102,4615,49,581,37,153.5251480154693,1
713436183,42,F,3,High School,Married,Blue,29,4,3,2,5640,0,5640,77,4739,80,86,0,56.00792318582535,0
793395933,59,F,1,High School,Single,Blue,53,4,3,3,2716,1740,976,65,4208,69,568,641,37.25281525403261,0
713869083,56,M,2,High School,Married,Blue,43,2,2,1,29394,1002,28392,935,14901,92,673,34,111.3880840782076,0
718599108,50,F,3,Graduate,Married,Blue,39,5,3,2,3230,1172,2058,514,4419,64,73,363,15.03160842694342,0
719821908,38,F,2,High School,Single,Blue,16,2,1,2,2703,0,2703,882,2752,43,433,0,26.56461028382182,1
793717608,39,M,0,Doctorate,Single,Blue,33,6,2,0,10452,1120,9332,802,3592,79,795,107,68.45583802554756,0
758367933,56,M,2,Uneducated,Single,Blue,49,5,3,2,5466,0,5466,587,4435,79,881,0,103.47866002470256,0
714319233,44,M,5,Graduate,Divorced,Blue,36,3,3,6,6538,0,6538,556,2132,33,571,0,62.70272418856621,1
788465583,42,F,3,College,Single,Blue,35,2,3,3,6330,1573,4757,899,3029,52,733,248,59.352258066646755,0
719020983,58,M,1,Graduate,Married,Blue,42,4,3,1,12421,2517,9904,73,1913,49,69,203,111.62493156269193,0
771214083,45,M,2,High School,Unknown,Blue,32,1,2,3,1870,0,1870,761,4891,65,806,0,64.91664140019566,0
713455233,48,M,3,Graduate,Married,Blue,37,5,2,1,34516,1416,33100,491,4026,65,512,41,99.46143429726362,0
811467708,33,M,2,Graduate,Married,Blue,28,4,2,2,22399,1431,20968,1019,2390,62,722,64,88.58364788815379,0
720848733,38,M,1,High School,Married,Blue,24,4,3,2,13363,1230,12133,688,1815,33,435,92,117.27719376794994,0
768162108,49,M,3,College,Married,Blue,43,5,3,3,4781,0,4781,788,2451,50,667,0,161.52468552812934,1
790102008,37,M,3,Doctorate,Single,Blue,30,6,1,3,5924,1023,4901,765,3305,80,778,173,65.60209526214749,0
711255858,42,F,4,Unknown,Married,Blue,30,4,2,3,8777,1668,7109,85,4141,83,66,19,26.73041010275483,0
718164858,42,F,4,Post-Graduate,Married,Blue,34,5,3,2,2021,1281,740,847,4642,97,672,634,94.30621108040214,0
710496708,41,M,2,College,Single,Blue,32,6,3,2,5489,1513,3976,87,4085,65,548,276,177.141549680382,0
717399183,37,M,1,Graduate,Married,Blue,26,6,3,1,8058,1176,6882,1164,2774,52,625,146,117.41164376959205,0
720377433,38,F,3,Graduate,Married,Blue,36,4,2,4,2396,2217,179,978,4593,74,721,925,169.24646999686956,0
789705408,50,M,2,College,Married,Blue,37,4,1,2,4743,1687,3056,957,3739,55,618,356,60.66126854158938,0
714789033,54,F,1,Graduate,Married,Blue,50,3,3,3,3173,2517,656,619,2763,51,821,793,153.033735929057,1
720871383,36,M,2,Graduate,Married,Blue,28,5,3,3,5634,1996,3638,1589,2366,49,69,354,118.69114678353073,0
710424408,63,M,2,Graduate,Married,Blue,36,5,2,4,2743,1815,928,567,1210,25,1273,662,153.0780008994043,0
780588258,53,F,5,Unknown,Married,Blue,42,1,2,2,4021,1745,2276,784,14567,120,846,434,135.92741647735238,0
771460158,43,M,3,Graduate,Single,Blue,31,3,1,2,4098,1776,2322,673,3939,84,647,433,175.7742506917566,0
710192283,46,M,4,Post-Graduate,Married,Blue,36,1,2,2,2219,1180,1039,768,8686,91,625,532,42.92665674816817,0
792565908,36,F,2,Uneducated,Single,Blue,30,6,2,3,2684,1474,1210,1042,2346,51,104,549,89.26781378686428,0
710536983,49,F,0,Post-Graduate,Married,Blue,36,6,3,3,3007,2517,490,853,4423,67,675,837,51.20380367152393,0
713416233,38,M,2,Graduate,Married,Blue,24,5,2,2,3242,2076,1166,612,1841,46,533,64,88.27297838404775,0
716610558,65,F,0,High School,Single,Blue,36,3,3,3,10962,1559,9403,708,2724,71,651,142,48.23849477805197,0
712828533,62,M,1,Graduate,Single,Blue,36,3,1,2,2796,0,2796,563,4820,74,644,0,63.64189425483346,0
718742808,55,F,1,High School,Married,Blue,46,2,4,3,4629,710,3919,788,2877,49,581,153,42.741396515630186,1
753118533,38,F,2,Doctorate,Single,Blue,31,6,3,2,1555,986,569,865,4686,75,667,634,114.89087780937552,0
709621008,48,M,5,Post-Graduate,Single,Blue,30,6,3,2,5826,1482,4344,729,4135,76,767,254,69.35704343952239,0
804833058,49,M,3,Unknown,Single,Blue,44,1,3,4,4384,0,4384,684,1832,49,581,0,116.96206762455404,1
721299483,47,M,3,Graduate,Single,Blue,32,2,1,1,11671,1304,10367,491,4168,71,868,112,88.03098602220416,0
778745058,50,M,3,High School,Single,Silver,41,2,2,1,34516,0,34516,627,15059,118,735,0,90.12025233358143,0
780143283,43,F,3,Graduate,Married,Blue,32,4,3,3,2701,2498,203,637,2678,37,609,925,56.37558493763208,1
789515283,51,M,3,Graduate,Married,Blue,43,6,1,3,2157,1494,663,765,4784,69,605,693,74.46719315368682,0
709781208,34,F,0,Unknown,Married,Blue,26,5,3,1,2291,0,2291,892,5409,82,822,0,83.01943186670542,0
714084483,49,F,3,Uneducated,Single,Blue,36,4,2,3,3855,211,3644,485,1724,34,308,55,133.3222939632833,1
788908308,46,M,2,High School,Single,Blue,32,2,3,2,5972,0,5972,606,14227,116,706,0,51.89213566016406,0
789959283,39,M,2,College,Single,Blue,24,4,3,2,4061,1775,2286,686,1602,40,667,437,117.30669126845896,0
717241233,60,F,1,Unknown,Single,Blue,51,3,3,3,6089,1341,4748,757,14112,123,809,22,49.28815383464098,0
737971833,38,M,1,Graduate,Married,Blue,31,6,3,3,2405,1553,852,1156,2503,40,667,646,74.91117444820702,0
769578858,40,M,2,Graduate,Married,Silver,33,4,3,1,18737,0,18737,797,4010,76,767,0,44.25459972117096,0
771742533,48,M,2,Graduate,Unknown,Blue,36,5,1,2,13068,1718,11350,607,937,28,556,131,50.1182217290625,0
789354783,45,F,3,Unknown,Single,Blue,32,5,3,0,2329,1465,864,815,4286,86,72,629,89.8416917771101,0
715859058,54,M,3,Post-Graduate,Married,Blue,42,6,3,4,3092,2165,927,676,1369,37,542,7,164.91593930870297,0
716950758,46,M,4,High School,Married,Blue,36,1,3,2,8017,0,8017,559,1657,43,654,0,78.4732440020889,1
710761533,44,M,2,Graduate,Unknown,Blue,33,3,2,3,23665,1624,22041,574,4190,87,706,69,107.94559963047504,0
799031958,49,M,2,Unknown,Unknown,Blue,43,5,2,2,18379,999,17380,466,4122,70,707,54,103.79863190464675,0
716165508,51,M,2,Uneducated,Married,Blue,40,2,1,1,3559,0,3559,585,4498,94,649,0,79.60377206560224,0
712075083,50,M,4,High School,Single,Blue,41,4,3,3,6982,0,6982,1018,4830,50,724,0,170.9359193779528,1
787231233,34,M,5,Post-Graduate,Single,Silver,28,3,3,2,34516,1731,32785,605,2421,63,575,5,98.9471629448235,0
